idx	imgs	err1	err2	res1	res2
478	1-2##1-7	0	1	{'org_sentence': 'The picture on the left happens to have only one sparrow, and the picture on the right has exactly two sparrows.', 'sentence': 'The picture on the left happens to have only one sparrow, and the picture on the right has exactly two sparrows.', 'prediction': 1, 'label': 1}	{'org_sentence': 'The picture on the left happens to have only one sparrow, and the picture on the right has exactly two sparrows.', 'sentence': 'Left part scenario:bird on a branch ,right part scenario: two birds on a perch. Therefore, the sentence is right or wrong: The picture on the left happens to have only one sparrow, and the picture on the right has exactly two sparrows.', 'prediction': 0, 'label': 1}
487	7-6##7-5	0	-1	{'org_sentence': 'One picture happens to have only one mouse, and the other picture has at least three or more.', 'sentence': 'One picture happens to have only one mouse, and the other picture has at least three or more.', 'prediction': 0, 'label': 0}	{'org_sentence': 'One picture happens to have only one mouse, and the other picture has at least three or more.', 'sentence': 'Left part scenario:mouse eating food ,right part scenario: mouse. Therefore, the sentence is right or wrong: One picture happens to have only one mouse, and the other picture has at least three or more.', 'prediction': 1, 'label': 0}
489	16-3##16-7	0	1	{'org_sentence': 'In one picture, there is a clear blue sky behind the pine trees, and the other picture has only pine trees.', 'sentence': 'In one picture, there is a clear blue sky behind the pine trees, and the other picture has only pine trees.', 'prediction': 1, 'label': 1}	{'org_sentence': 'In one picture, there is a clear blue sky behind the pine trees, and the other picture has only pine trees.', 'sentence': 'Left part scenario:a forest ,right part scenario: a tree in the middle of a sidewalk. Therefore, the sentence is right or wrong: In one picture, there is a clear blue sky behind the pine trees, and the other picture has only pine trees.', 'prediction': 0, 'label': 1}
491	16-10##16-6	0	1	{'org_sentence': 'In one picture, there is a clear blue sky behind the pine trees, and the other picture has only pine trees.', 'sentence': 'In one picture, there is a clear blue sky behind the pine trees, and the other picture has only pine trees.', 'prediction': 1, 'label': 1}	{'org_sentence': 'In one picture, there is a clear blue sky behind the pine trees, and the other picture has only pine trees.', 'sentence': 'Left part scenario:a tree in the sky ,right part scenario: a garden. Therefore, the sentence is right or wrong: In one picture, there is a clear blue sky behind the pine trees, and the other picture has only pine trees.', 'prediction': 0, 'label': 1}
495	50-8##50-14	1	0	{'org_sentence': 'On the left, you can see a drum with eight sides or more, and the drum on the right is gold or brown.', 'sentence': 'On the left, you can see a drum with eight sides or more, and the drum on the right is gold or brown.', 'prediction': 0, 'label': 1}	{'org_sentence': 'On the left, you can see a drum with eight sides or more, and the drum on the right is gold or brown.', 'sentence': 'Left part scenario:a barbeque ,right part scenario: chinese. Therefore, the sentence is right or wrong: On the left, you can see a drum with eight sides or more, and the drum on the right is gold or brown.', 'prediction': 1, 'label': 1}
496	50-10##50-12	0	1	{'org_sentence': 'On the left, you can see a drum with eight sides or more, and the drum on the right is gold or brown.', 'sentence': 'On the left, you can see a drum with eight sides or more, and the drum on the right is gold or brown.', 'prediction': 1, 'label': 1}	{'org_sentence': 'On the left, you can see a drum with eight sides or more, and the drum on the right is gold or brown.', 'sentence': 'Left part scenario:six drums ,right part scenario: a concert. Therefore, the sentence is right or wrong: On the left, you can see a drum with eight sides or more, and the drum on the right is gold or brown.', 'prediction': 0, 'label': 1}
498	58-9##58-5	0	1	{'org_sentence': 'Neither of the milk in the two pictures is placed on the store shelf.', 'sentence': 'Neither of the milk in the two pictures is placed on the store shelf.', 'prediction': 1, 'label': 1}	{'org_sentence': 'Neither of the milk in the two pictures is placed on the store shelf.', 'sentence': 'Left part scenario:pouring milk on a spoon ,right part scenario: a grassy field. Therefore, the sentence is right or wrong: Neither of the milk in the two pictures is placed on the store shelf.', 'prediction': 0, 'label': 1}
502	55-20##55-9	0	1	{'org_sentence': 'The noodles in the two pictures are all placed on a plate or bowl, and there are chopsticks in the left picture.', 'sentence': 'The noodles in the two pictures are all placed on a plate or bowl, and there are chopsticks in the left picture.', 'prediction': 1, 'label': 1}	{'org_sentence': 'The noodles in the two pictures are all placed on a plate or bowl, and there are chopsticks in the left picture.', 'sentence': 'Left part scenario:bowl ,right part scenario: a pasta dish. Therefore, the sentence is right or wrong: The noodles in the two pictures are all placed on a plate or bowl, and there are chopsticks in the left picture.', 'prediction': 0, 'label': 1}
503	55-4##55-13	0	-1	{'org_sentence': 'The noodles in the two pictures are all placed on a plate or bowl, and there are chopsticks in the left picture.', 'sentence': 'The noodles in the two pictures are all placed on a plate or bowl, and there are chopsticks in the left picture.', 'prediction': 0, 'label': 0}	{'org_sentence': 'The noodles in the two pictures are all placed on a plate or bowl, and there are chopsticks in the left picture.', 'sentence': 'Left part scenario:pasta with pesto ,right part scenario: noodles. Therefore, the sentence is right or wrong: The noodles in the two pictures are all placed on a plate or bowl, and there are chopsticks in the left picture.', 'prediction': 1, 'label': 0}
506	21-7##21-4	0	-1	{'org_sentence': 'The picture on the right has exactly two white lilies, and the picture on the left has only one obvious lily.', 'sentence': 'The picture on the right has exactly two white lilies, and the picture on the left has only one obvious lily.', 'prediction': 0, 'label': 0}	{'org_sentence': 'The picture on the right has exactly two white lilies, and the picture on the left has only one obvious lily.', 'sentence': 'Left part scenario:close up ,right part scenario: a garden. Therefore, the sentence is right or wrong: The picture on the right has exactly two white lilies, and the picture on the left has only one obvious lily.', 'prediction': 1, 'label': 0}
510	17-7##17-14	-1	0	{'org_sentence': 'There are several blooming chrysanthemums on the left, and the petals of the chrysanthemums on the right are yellowish or orange.', 'sentence': 'There are several blooming chrysanthemums on the left, and the petals of the chrysanthemums on the right are yellowish or orange.', 'prediction': 1, 'label': 0}	{'org_sentence': 'There are several blooming chrysanthemums on the left, and the petals of the chrysanthemums on the right are yellowish or orange.', 'sentence': 'Left part scenario:flowers ,right part scenario: a flower. Therefore, the sentence is right or wrong: There are several blooming chrysanthemums on the left, and the petals of the chrysanthemums on the right are yellowish or orange.', 'prediction': 0, 'label': 0}
514	29-15##29-14	0	-1	{'org_sentence': 'One picture only shows a pair of feet wearing sneakers, and the other picture shows many people running.', 'sentence': 'One picture only shows a pair of feet wearing sneakers, and the other picture shows many people running.', 'prediction': 0, 'label': 0}	{'org_sentence': 'One picture only shows a pair of feet wearing sneakers, and the other picture shows many people running.', 'sentence': 'Left part scenario:two people running on the beach ,right part scenario: a beach. Therefore, the sentence is right or wrong: One picture only shows a pair of feet wearing sneakers, and the other picture shows many people running.', 'prediction': 1, 'label': 0}
